stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding                                                                                                                                                                                                                       
71304,,Pradell de La Teixeta,,41.1332400,0.85837100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
71306,,Riudecanyes-Botarell,,41.1400270,0.97564800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
71307,,Les Borges del Camp,,41.1655250,1.02077400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
71400,,Reus,,41.1605240,1.09997900,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                        
71401,,Vila-Seca,,41.1127440,1.15038900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
71502,,Altafulla-Tamarit,,41.1364460,1.37453000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
71503,,Torredembarra,,41.1428570,1.40566000,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                               
71600,,Sant Vicenc de Calders,,41.186245,1.526315,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
71700,,Vilanova I La Geltru,,41.219993,1.733331,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
71305,,Duesaigues-Largentera,,41.1437760,0.92094200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
71301,,Els Guiamets,,41.0934620,0.74717300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
73002,,Juneda,,41.5438790,0.82558400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
73003,,Les Borges Blanques,,41.5214610,0.87771500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
73005,,Vinaixa,,41.4250770,0.97030800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
73006,,Vimbodi I Poblet,,41.4026100,1.04600800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
73007,,Lespluga de Francoli,,41.4005250,1.10338900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
73008,,Montblanc,,41.3766480,1.16543100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
73100,,La Plana-Picamoixons,,41.3059700,1.19766500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
73101,,Alcover,,41.2616580,1.17422800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
73102,,La Selva del Camp,,41.2102840,1.14407200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
73010,,La Riba,,41.3183540,1.18124800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
73009,,Vilaverd,,41.3376020,1.17659900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
73001,,Puigverd de Lleida-Artesa de Lleida,,41.5536500,0.73305800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
73004,,La Floresta,,41.5042630,0.92430300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                 
72101,,Roda de Mar,,41.1863150,1.45514430,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                 
76001,,Salomo,,41.2234740,1.37661700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
76004,,Valls,,41.2896300,1.25873400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
76002,,Vilabella,,41.2403120,1.31560100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
76003,,Nulles-Brafim,,41.2503060,1.29744900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
79316,,Cerbere,,42.4414760,3.16325900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
79315,,Portbou,,42.4244940,3.15785800,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                     
79314,,Colera,,42.4070680,3.15426200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
79312,,Llanca,,42.3665949,3.14898700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
79311,,Vilajuiga,,42.3257390,3.08538500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
79308,,Vilamalla,,42.2162020,2.97787400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
79306,,Sant Miquel de Fluvia,,42.1720870,2.98966300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
79305,,Camallera,,42.1223590,2.96544800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
79304,,Sant Jordi Desvalls,,42.0683190,2.96453300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
79302,,Bordils-Juia,,42.0370680,2.91525500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
79301,,Celra,,42.0272300,2.87496900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
79205,,Fornells de La Selva,,41.9351570,2.80973200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
79204,,Riudellots,,41.8962320,2.81159900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
79107,,Hostalric,,41.747657,2.632175,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
79106,,Riells I Viabrea-Breda,,41.723357,2.560075,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
79105,,Gualba,,41.714078,2.533778,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                         
71707,,El Prat de Llobregat,,41.330762,2.088982,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
71709,,Viladecans,,41.309407,2.0277,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
71706,,Gava,,41.304209,2.012793,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                           
71705,,Castelldefels,,41.2785372,1.9782562,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
71701,,Sitges,,41.237757,1.81694,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                          
71604,,Cubelles,,41.204112,1.671807,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
71603,,Cunit,,41.195912,1.631307,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                          
71602,,Segur de Calafell,,41.192544,1.607745,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                              
71601,,Calafell,,41.188736,1.567244,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
79103,,Palautordera (apd),,41.670899,2.452823,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
79102,,Llinars del Valles,,41.636058,2.403675,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
79101,,Cardedeu,,41.635258,2.360275,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
79109,,Les Franqueses-Granollers Nord,,41.617306,2.292859,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
65411,,Port Aventura,,41.0870700,1.14548600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
71205,,Val de Pilas,,41.2300560,0.07014500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
71103,,Fuentes de Ebro,,41.5150650,-0.6186250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
72100,,Roda de Bara,,41.1840520,1.44015300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
78302,,Binefar,,41.8497680,0.29147800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
78301,,Monzon-Rio Cinca,,41.9136790,0.19693900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
78203,,Sarinyena,,41.8175290,-0.1707600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
78201,,Granyen,,41.9380330,-0.3693290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
78005,,Villanueva de Gallego,,41.7655100,-0.8222040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
72305,,Lhospitalet de Llobregat,,41.364129,2.100766,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
78805,,Barcelona-Placa de Catalunya,,41.386726,2.166458,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                   
78804,,Barcelona-Arc de Triomf,,41.391864,2.180076,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
78806,,Barcelona La Sagrera Meridiana,,41.422638,2.187262,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
78802,,Sant Andreu Arenal,,41.430893,2.183095,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
78801,,Barcelona-Torre del Baro,,41.460945,2.181042,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
78800,,Montcada Bifurcacio,,41.468992,2.178904,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
78708,,Montcada I Reixac-Manresa,,41.483996,2.185513,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
78707,,Montcada I Reixac-Santa Maria,,41.481232,2.166922,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
78706,,Cerdanyola del Valles,,41.492582,2.14763,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
78705,,Barbera del Valles,,41.507162,2.127558,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
78703,,Sabadell Sud,,41.53662,2.105617,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
78704,,Sabadell Centre,,41.549572,2.114757,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
78709,,Sabadell Nord,,41.562871,2.087794,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
78710,,Terrasa Est,,41.567261,2.041561,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
78700,,Terrassa,,41.570159,2.019075,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
78604,,Sant Vicenc de Castellet,,41.667899,1.863451,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
78600,,Manresa,,41.720129,1.82899,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                         
78506,,Rajadell,,41.7331590,1.69627500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
78505,,Aguilar de Segarra,,41.7389170,1.62372000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
78504,,Seguers-Sant Pere Sallavinera,,41.7479910,1.57416700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
78503,,Calaf,,41.7303340,1.51509700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
78502,,Sant Marti Sesgueioles,,41.7012170,1.48620400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
78501,,Sant Guim de Freixenet,,41.6559240,1.42053000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
78500,,Cervera,,41.6736110,1.27477300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
78408,,Tarrega,,41.6503870,1.13896300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
78407,,Anglesola,,41.6464480,1.07919200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
78406,,Bellpuig,,41.6325450,1.01299300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
78405,,Castellnou de Seana,,41.6374640,0.96773600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
78404,,Golmes,,41.6359290,0.93086300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
78403,,Mollerussa,,41.6317790,0.89677500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
78402,,Bell-Lloc Durgell,,41.6316190,0.78154700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
11516,,Lezo-Errenteria,,43.313544,-1.895015,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
11515,,Pasaia,,43.318764,-1.904324,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                        
11507,,Hernani-Centro,,43.261977,-1.975726,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
11504,,Andoain-Centro,,43.214729,-2.020394,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
11503,,Villabona-Zizurkil,,43.189391,-2.055641,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
11405,,Ordizia/ordicia,,43.052583,-2.181019,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
11404,,Beasain,,43.046174,-2.203234,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
11306,,Legazpi,,43.052263,-2.329396,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
11213,,Araia,,42.8695990,-2.3068070,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
11212,,Salvatierra/agurain,,42.8464300,-2.3892100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
11210,,Alegria de Alava-Dulantzi,,42.8487230,-2.5146680,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
11205,,Nanclares/langraiz,,42.8162160,-2.8049420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
11204,,La Puebla de Arganzon,,42.7652450,-2.8303850,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
11203,,Manzanos,,42.7428990,-2.8675010,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
81205,,Cortes de Navarra,,41.9150760,-1.4204390,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
81203,,Ribaforada,,41.9970380,-1.5150970,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
80115,,Villafranca de Navarra,,42.2807340,-1.7457160,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
80114,,Marcilla de Navarra,,42.3348510,-1.7174180,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
80109,,Olite/erriberri,,42.4849890,-1.6499640,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
80005,,Uharte-Arakil,,42.9206060,-1.9748140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
80003,,Etxarri-Aranatz,,42.9111380,-2.0712450,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
80001,,Altsasu/alsasua-Pueblo,,42.8932830,-2.1674290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
11109,,Briviesca,,42.5427650,-3.3192870,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
11111,,Pancorbo,,42.6304860,-3.1123070,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
70801,,Utebo,,41.7105305,-0.9979222,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                       
70800,,Casetas,,41.72265,-1.020175,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                        
81210,,Alagon,,41.7714220,-1.1127710,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
81209,,Cabanyas de Ebro,,41.7880650,-1.1675330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
81208,,Pedrola,,41.8051980,-1.2016730,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
81207,,Luceni,,41.8261160,-1.2435360,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
