route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color                                                                                                                                                                                                                                              
1700022100GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3141221010GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1541065300GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1510065300GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1541065312GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6530015410GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
2030917000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700008223GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
2101031412GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1541060911GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1541015100GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1422317000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6091114223GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700031412GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700015100AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1060015100AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1541017000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
1160010600GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1120011600GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700015410GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
1510017000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1510010600AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6091115410GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0822317000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1320017000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1060008004GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700013200GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700011014AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1060011014AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1700022100AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1320010600GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700020309GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0800422100GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3010017000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3010008004GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700030100GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0800430100GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0321660000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
0321360000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6091117000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6200217000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6530060000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6000003216AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1700060911AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6000003213AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1510060911AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6000065300AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1060060911AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6530003216AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
2210060911AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6091115100AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1700062002AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6091122100AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6000062002AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6200260000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
6531260000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
0321360000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6531203216GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6530060000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6530003216GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000065312GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000003213GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
0321665312GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000065300GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
0321665300GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000069110GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6911060000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000071801LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
0430760000LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
7180160000LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
6000004307LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
6000003216LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
0321660000LC112,1071,AVLO,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                        
1060017000AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6000092102AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
9210260000AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700010600AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6060092102AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5100354413AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
7840071801AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6000037300AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3730060000AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
7180178400AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
9210260600AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5100350500AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5100305000AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5441305000AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0500051003AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5050051003AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
5441351003AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0500054413AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3141222100AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
0822331412VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
3141208223VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
2210031412AV008,1071,AVANT,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
6000055020GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6000037704GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
3770450500GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
5050055020GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
5502060000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
5502050500GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
1700061015GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6101517000GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6200261307GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6200261200GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6130762002GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6120062002GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6060061307GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6130760600GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
0600661200GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
6120006006GL026,1071,Intercity,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                   
1541010600VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1060015410VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1541015100VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3141222308VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3140022308VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2230822100VRE,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
2210022308VRM,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
2230831400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2230831412VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3140031412VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3141231400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2020015100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1510020200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2020010600VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2230820200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2020022100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2210022308VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
2030031412VRM,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
